name,type,breed,color,sex,size,date_of_birth,impound_number,kennel_number,animal_id,intake_date,outcome_date,days_in_shelter,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_condition,outcome_condition,intake_jurisdiction,outcome_jurisdiction,outcome_zip_code,location,sex_clean,age_at_outcome,age_at_intake
MOLLY,DOG,SCHNAUZER MIN,BLACK,Spayed,SMALL,2008-07-10,K14-009061,TRUCK,A231301,2014-05-30,2014-05-30,0,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER_FIELD,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492
(38.541541, -122.809202)",Female,5.89041095890411,5.89041095890411
LAYLA,DOG,FRENCH BULLDOG/MIX,BROWN/WHITE,Spayed,SMALL,2013-05-21,K17-022291,DS50,A322298,2017-01-19,2017-01-26,7,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Female,3.68767123287671,3.66849315068493
BO RUNKEL,DOG,CHIHUAHUA LH/SHIBA INU,TAN,Neutered,SMALL,2012-07-23,K14-009931,FOSTER,A309308,2014-07-23,2014-08-12,20,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492
(38.541541, -122.809202)",Male,2.05479452054795,2
NA,CAT,DOMESTIC SH,BLACK,Male,SMALL,NA,K16-019275,CS06,A338436,2016-06-14,2016-06-21,7,STRAY,COMM CAT,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,NA,NA
WALKER,DOG,BLUETICK HOUND/MIX,RED TICK,Neutered,LARGE,2014-11-30,K16-019333,DS78,A338546,2016-06-18,2016-06-21,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,OUT OF COUNTY,59718,"59718
(45.669877, -111.135457)",Male,1.55890410958904,1.55068493150685
NA,CAT,DOMESTIC SH,GRAY TABBY,Neutered,SMALL,2012-01-06,K15-012320,TX,A315507,2015-01-06,2015-01-06,0,STRAY,FIELD,EUTHANIZE,INJ SEVERE,UNTREATABLE,UNTREATABLE,WINDSOR,SANTA ROSA,95407,"95407
(38.403734, -122.736775)",Male,3.0027397260274,3.0027397260274
POSEY,CAT,DOMESTIC MH,GRAY TABBY,Neutered,SMALL,NA,K16-019222,SMM,A338093,2016-06-09,2016-06-17,8,STRAY,VET_HOSP,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,NA,NA
POGO,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,2001-02-17,K15-012793,CA03,A316811,2015-02-17,2015-04-09,51,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Male,14.1479452054795,14.0082191780822
*ERIC,CAT,DOMESTIC LH,BLACK,Neutered,KITTN,2014-04-19,K14-010376,WESTFARM,A310350,2014-08-19,2014-09-25,37,STRAY,FIELD,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Male,0.435616438356164,0.334246575342466
*PICCASO,CAT,DOMESTIC SH,BLK SMOKE,Neutered,KITTN,2016-06-04,K16-019719,LOBBY,A339473,2016-07-09,2016-08-24,46,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,OUT OF COUNTY,94109,"94109
(37.792737, -122.420971)",Male,0.221917808219178,0.0958904109589041
NA,CAT,DOMESTIC MH,GRAY,Male,SMALL,NA,K16-021949,CS06,A346434,2016-12-19,2017-01-03,15,STRAY,VET_HOSP,TRANSFER,FORGOTTEN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,NA,NA
NA,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Spayed,SMALL,NA,K15-016232,CS06,A327811,2015-09-29,2015-10-07,8,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,95462,"95462
(38.468829, -123.018829)",Female,NA,NA
REINA,DOG,PIT BULL/MIX,TAN/WHITE,Spayed,PUPPY,2016-07-08,K16-020671,DA03,A342049,2016-09-08,2016-09-22,14,OWNER SURRENDER,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409
(38.458965, -122.630156)",Female,0.208219178082192,0.16986301369863
SAMMY,DOG,ROTTWEILER/LABRADOR RETR,CHOCOLATE/TAN,Female,MED,2015-07-09,K16-018024,DS84,A333932,2016-03-09,2016-03-09,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492
(38.541541, -122.809202)",Male,0.668493150684932,0.668493150684932
TANK,DOG,LABRADOR RETR/CHOW CHOW,BLACK,Neutered,LARGE,2012-07-15,K16-021183,KINGS KSTL,A343773,2016-10-15,2016-11-17,33,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95467,"95467
(38.803087, -122.548842)",Male,4.34520547945205,4.25479452054795
TAFFY,DOG,SIBERIAN HUSKY,GRAY/WHITE,Female,LARGE,2012-05-13,K17-022844,DS68,A288901,2017-03-18,2017-04-01,14,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95407,"95407
(38.403734, -122.736775)",Male,4.88767123287671,4.84931506849315
NA,CAT,DOMESTIC LH,GRAY TABBY,Female,SMALL,NA,K15-013704,TX,A321101,2015-04-27,2015-05-01,4,STRAY,VET_HOSP,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,NA,NA
*UNO,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,SMALL,2009-12-12,K14-011933,CS04,A314530,2014-12-02,2014-12-26,24,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,*PETALUMA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,5.04109589041096,4.97534246575342
*MIKE,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,2014-06-19,K14-010368,CA02,A310335,2014-08-19,2014-09-04,16,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/MANAGEABLE,HEALTHY,SANTA ROSA,COUNTY,95465,"95465
(38.406591, -123.001365)",Male,0.210958904109589,0.167123287671233
JOEY,DOG,LHASA APSO/MIX,BLACK/WHITE,Neutered,SMALL,NA,K16-018936,DS93,A337497,2016-05-20,2016-05-21,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_IDTAG,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,NA,NA
SMOKEY,CAT,RUSSIAN BLUE/MIX,BLUE,Neutered,SMALL,2009-06-14,K17-022632,CI01,A338222,2017-02-25,2017-02-25,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Male,7.70684931506849,7.70684931506849
*CHASE,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,2014-04-07,K14-009810,WESTFARM,A309099,2014-07-15,2014-07-25,10,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,0.298630136986301,0.271232876712329
NA,CAT,DOMESTIC SH,BLACK/WHITE,Female,SMALL,NA,K17-024599,CS06,A356006,2017-07-27,2017-08-01,5,STRAY,COMM CAT,TRANSFER,FORGOTTEN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,NA,NA
RILEY,DOG,AUST SHEPHERD,BROWN,Neutered,MED,2007-08-02,K16-018885,DS88,A226694,2016-05-17,2016-05-18,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448,"95448
(38.618857, -122.861927)",Male,8.8,8.7972602739726
NA,CAT,DOMESTIC SH,BRN TABBY,Unknown,SMALL,NA,K17-022961,CS06,A350350,2017-03-30,2017-04-04,5,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,NA,NA
*EVAN,DOG,CHIHUAHUA SH,TAN,Neutered,SMALL,2006-03-12,K14-008049,MAC,A303852,2014-03-12,2014-04-19,38,STRAY,FIELD,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95407,"95407
(38.403734, -122.736775)",Male,8.10958904109589,8.00547945205479
ALLEY,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,2014-04-06,K14-011643,LOBBY,A313515,2014-11-06,2014-11-29,23,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403
(38.486997, -122.749134)",Female,0.649315068493151,0.586301369863014
*STEVE,CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,KITTN,2016-04-30,K16-020406,LOBBY,A341271,2016-08-20,2016-10-07,48,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95446,"95446
(38.510032, -122.996796)",Male,0.438356164383562,0.306849315068493
NA,DOG,PIT BULL,BROWN/WHITE,Female,MED,NA,K14-008930,DQ114,A306972,2014-05-21,2014-06-04,14,TRANSFER,MUN_SHELT,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,*SONOMA,NA,NA,NA,Male,NA,NA
*GINNY,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,2014-04-10,K14-009212,LOBBY,A307810,2014-06-10,2014-06-14,4,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Female,0.178082191780822,0.167123287671233
BONNIE,DOG,PIT BULL,TAN,Female,MED,2015-07-13,K16-017443,TRUCK,A331854,2016-01-13,2016-01-13,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,94952,"94952
(38.236012, -122.730241)",Male,0.504109589041096,0.504109589041096
NA,CAT,DOMESTIC LH,BLACK/ORANGE,Unknown,SMALL,NA,K14-011034,TX,A312315,2014-09-29,2014-09-29,0,STRAY,FIELD,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,NA,NA,NA,Male,NA,NA
NA,CAT,DOMESTIC SH,BLACK/WHITE,Unknown,KITTN,NA,K17-024901,CS06,A357028,2017-08-17,2017-08-17,0,STRAY,BORN_HERE,TRANSFER,FORGOTTEN,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,NA,NA
NA,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,2015-04-04,K15-015738,CS06,A326528,2015-09-01,2015-09-05,4,STRAY,COMM CAT,RETURN TO OWNER,COMMCAT,HEALTHY,HEALTHY,COUNTY,COUNTY,95462,"95462
(38.468829, -123.018829)",Male,0.421917808219178,0.410958904109589
YESKA,DOG,GERM SHEPHERD,TAN/BLACK,Female,LARGE,2013-11-19,K14-011785,DS68,A314021,2014-11-19,2014-11-19,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95448,"95448
(38.618857, -122.861927)",Male,1,1
LOUIE,DOG,CHIHUAHUA SH,TAN,Male,TOY,2011-07-12,K14-009783,DS95,A309047,2014-07-12,2014-07-15,3,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Male,3.01095890410959,3.0027397260274
MOCHA,DOG,BORDER COLLIE/MIX,WHITE/BROWN,Female,MED,2010-06-21,K14-009416,DS73,A308171,2014-06-21,2014-06-21,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403
(38.486997, -122.749134)",Male,4.0027397260274,4.0027397260274
NA,CAT,DOMESTIC SH,BLACK/WHITE,Male,KITTN,NA,K15-013875,CI01,A321460,2015-05-08,2015-05-08,0,STRAY,OVER THE COUNTER,TRANSFER,HSSC,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,COUNTY,95407,"95407
(38.403734, -122.736775)",Male,NA,NA
NA,CAT,DOMESTIC SH,WHITE,Unknown,KITTN,2017-04-08,K17-023840,RECEIVING,A353702,2017-06-08,2017-06-08,0,STRAY,COMM CAT,EUTHANIZE,INJ SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,NA,NA,NA,Male,0.167123287671233,0.167123287671233
*ASHLEY,DOG,PIT BULL/LABRADOR RETR,GRAY,Spayed,PUPPY,2016-03-05,K16-019231,DA07,A338150,2016-06-09,2016-06-21,12,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Female,0.295890410958904,0.263013698630137
EVE,DOG,PIT BULL/MIX,BROWN/WHITE,Female,LARGE,2013-04-02,K15-016164,DS87,A327775,2015-09-28,2015-10-02,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95451,"95451
(38.933149, -122.779847)",Male,2.5013698630137,2.49041095890411
NA,DOG,PIT BULL,BL BRINDLE/WHITE,Male,LARGE,NA,K16-020245,DQ110,A340734,2016-08-11,2016-08-30,19,QUARANTINE,FLD_STRAY,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,COUNTY,NA,NA,NA,Male,NA,NA
HOMIE,DOG,BICHON FRISE,WHITE,Neutered,MED,2008-03-14,K14-008141,DS50,A302884,2014-03-20,2014-03-21,1,STRAY,FIELD,RETURN TO OWNER,RETURN TO OWNER,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492
(38.541541, -122.809202)",Male,6.02191780821918,6.01917808219178
DASH,DOG,GERM SHEPHERD/MIX,BLACK/TAN,Neutered,LARGE,NA,K17-022986,DS81,A349779,2017-03-31,2017-04-01,1,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,96150,"96150
(38.910611, -120.013215)",Male,NA,NA
NA,DOG,LABRADOR RETR/MIX,BROWN,Female,MED,2005-01-01,K15-012280,VET,A315407,2015-01-01,2015-01-02,1,STRAY,FIELD,RETURN TO OWNER,MEDICAL,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,NA,NA,NA,Male,10.0082191780822,10.0054794520548
NA,DOG,PIT BULL,BLUE/WHITE,Female,LARGE,2010-03-24,K14-008010,DS63,A303753,2014-03-09,2014-03-26,17,STRAY,FIELD,EUTHANIZE,AGGRESSIVE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,NA,NA,NA,Male,4.00821917808219,3.96164383561644
LOU,DOG,BORDER COLLIE/MIX,BROWN/BLACK,Neutered,MED,2010-06-27,K16-017460,TRUCK,A323297,2016-01-14,2016-01-14,0,STRAY,FIELD,RETURN TO OWNER,FLD_NBR,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401
(38.446019, -122.766748)",Male,5.55342465753425,5.55342465753425
JOE,DOG,LABRADOR RETR,AGOUTI,Neutered,LARGE,2015-02-14,K16-019234,DS74,A326747,2016-06-09,2016-06-10,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95409,"95409
(38.458965, -122.630156)",Male,1.32054794520548,1.31780821917808
PALLASO,DOG,PIT BULL,BLACK/WHITE,Male,MED,NA,K15-017051,DQ116,A330557,2015-12-08,2015-12-16,8,QUARANTINE,FLD_STRAY,EUTHANIZE,AGGRESSIVE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,NA,NA
SHEBA,DOG,CHIHUAHUA LH/PAPILLON,TRICOLOR,Spayed,SMALL,2014-08-29,K17-024944,DA01,A357513,2017-08-21,2017-09-08,18,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95452,"95452
(38.416879, -122.549913)",Female,3.03013698630137,2.98082191780822
BEAU,DOG,POODLE MIN,GRAY,Neutered,SMALL,2011-09-04,K17-023019,DS64,A326638,2017-04-04,2017-04-25,21,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407
(38.403734, -122.736775)",Male,5.64383561643836,5.58630136986301
NA,CAT,DOMESTIC LH,BLACK/WHITE,Female,KITTN,2016-09-06,K16-021157,CA03,A343698,2016-10-13,2016-10-20,7,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403
(38.486997, -122.749134)",Male,0.120547945205479,0.101369863013699
SARA KNOSE,DOG,PARSON RUSS TER/BORDER COLLIE,TAN,Spayed,MED,2010-04-19,K14-008522,DA13,A305607,2014-04-19,2014-05-09,20,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95404,"95404
(38.458384, -122.675588)",Female,4.05753424657534,4.0027397260274
BALTO,DOG,GERM SHEPHERD,BLACK/TAN,Neutered,LARGE,2008-10-26,K16-018651,DS62,A298759,2016-04-29,2016-04-29,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409
(38.458965, -122.630156)",Male,7.51232876712329,7.51232876712329
KITTY BOOBOO,CAT,DOMESTIC SH,GRAY,Spayed,KITTN,2014-05-10,K14-010195,CA02,A309992,2014-08-09,2014-08-14,5,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928
(38.346718, -122.695947)",Female,0.263013698630137,0.249315068493151
ABEL,DOG,GOLDEN RETR/MIX,BROWN/WHITE,Neutered,MED,2011-02-04,K16-017692,DS78,A332717,2016-02-04,2016-02-04,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WALKIN,HEALTHY,HEALTHY,WINDSOR,WINDSOR,95492,"95492
(38.541541, -122.809202)",Male,5.0027397260274,5.0027397260274
*SEQUOIA,CAT,DOMESTIC SH,GRAY,Spayed,KITTN,2014-04-07,K14-009811,LOBBY,A309100,2014-07-15,2014-07-19,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403
(38.486997, -122.749134)",Female,0.282191780821918,0.271232876712329
NA,CAT,DOMESTIC SH,BLACK,Unknown,KITTN,NA,K16-021102,RECEIVING,A343335,2016-10-08,2016-10-08,0,OWNER SURRENDER,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,NA,NA
NA,CAT,DOMESTIC SH,BRN TABBY,Female,SMALL,NA,K16-018602,SMM,A336043,2016-04-23,2016-04-28,5,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,SANTA ROSA,NA,NA,NA,Male,NA,NA
WREAK,DOG,LABRADOR RETR,YELLOW,Male,MED,2011-10-11,K14-011224,DS69,A312679,2014-10-11,2014-10-15,4,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94558,"94558
(38.383156, -122.289164)",Male,3.01369863013699,3.0027397260274
NA,DOG,PIT BULL/MIX,BR BRINDLE/WHITE,Female,MED,NA,K14-010337,DQ117,A310280,2014-08-18,2014-09-10,23,OWNER SURRENDER,FIELD,EUTHANIZE,BEH SEVERE,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,NA,NA,NA,Male,NA,NA
*SEVERUS,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,2014-05-02,K14-011092,CA02,A312410,2014-10-02,2014-10-09,7,TRANSFER,MUN_SHELT,ADOPTION,WALKIN,HEALTHY,HEALTHY,OUT OF COUNTY,*PETALUMA,94952,"94952
(38.236012, -122.730241)",Male,0.438356164383562,0.419178082191781
*EARL,CAT,DOMESTIC LH,GRAY/WHITE,Neutered,SMALL,2012-10-12,K14-011494,CS04,A312620,2014-10-28,2014-10-31,3,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*HEALDSBURG,95448,"95448
(38.618857, -122.861927)",Male,2.05205479452055,2.04383561643836
*RINGO,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,2016-07-12,K16-020867,LOBBY,A342605,2016-09-22,2016-09-28,6,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95450,"95450
(38.493009, -123.187703)",Male,0.213698630136986,0.197260273972603
*DRAKE,DOG,LABRADOR RETR/PIT BULL,BROWN/WHITE,Neutered,PUPPY,2016-11-17,K17-023014,DA32,A350864,2017-04-04,2017-04-21,17,STRAY,VET_HOSP,ADOPTION,REFERRAL-O,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407
(38.403734, -122.736775)",Male,0.424657534246575,0.378082191780822
*JULIEN,DOG,TR WALKER HOUND,TRICOLOR,Neutered,LARGE,2007-05-19,K15-013865,DA22,A321450,2015-05-08,2015-06-11,34,STRAY,FIELD,TRANSFER,PENINSULA,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,NA,NA,Male,8.06849315068493,7.97534246575342
TOAST,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,2017-04-25,K17-023636,CA03,A353255,2017-05-25,2017-07-08,44,STRAY,OVER THE COUNTER,ADOPTION,VOLUNTEER,TREATABLE/REHAB,HEALTHY,COUNTY,*CLOVERDALE,95425,"95425
(38.790859, -123.010876)",Male,0.202739726027397,0.0821917808219178
CHICA,DOG,CHIHUAHUA SH,BLACK,Female,SMALL,2003-03-31,K17-022966,DS96,A350359,2017-03-31,2017-04-04,4,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,NA,NA,NA,Male,14.0219178082192,14.0109589041096
*KINKY,CAT,DOMESTIC SH,GRAY,Neutered,KITTN,2015-03-10,K15-013107,LOBBY,A317847,2015-03-11,2015-05-16,66,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,WINDSOR,95492,"95492
(38.541541, -122.809202)",Male,0.183561643835616,0.00273972602739726
*JOHNY,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,2015-04-02,K15-014738,49ERPET,A323947,2015-07-02,2015-07-16,14,STRAY,OVER THE COUNTER,ADOPTION,49ER PET,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94954,"94954
(38.245316, -122.59871)",Male,0.287671232876712,0.249315068493151
*LEONARD,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,2016-05-04,K16-021375,LOBBY,A344643,2016-10-28,2016-11-10,13,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,*CLOVERDALE,95425,"95425
(38.790859, -123.010876)",Male,0.520547945205479,0.484931506849315
*SHEILA,DOG,PIT BULL,BLACK,Spayed,LARGE,2010-11-22,K13-006407,DA18,A298914,2013-10-30,2014-03-29,150,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,WINDSOR,COUNTY,95472,"95472
(38.394388, -122.850998)",Female,3.35068493150685,2.93972602739726
BLACKIE,CAT,DOMESTIC SH,BLACK,Spayed,SMALL,2015-11-20,K16-019880,CS05,A339935,2016-07-20,2016-09-16,58,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492
(38.541541, -122.809202)",Female,0.824657534246575,0.665753424657534
MALIYAH,DOG,PIT BULL,BL BRINDLE,Spayed,LARGE,2015-10-21,K17-024016,DS69,A336648,2017-06-21,2017-06-22,1,OWNER SURRENDER,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407
(38.403734, -122.736775)",Female,1.67123287671233,1.66849315068493
NA,DOG,GERM SHEPHERD,BLACK/BROWN,Male,LARGE,NA,K16-017950,TRUCK,A333703,2016-03-01,2016-03-01,0,STRAY,FIELD,RETURN TO OWNER,FLD_NBR,HEALTHY,HEALTHY,COUNTY,NA,NA,NA,Male,NA,NA
OLLIE,DOG,DACHSHUND/CHIHUAHUA SH,BROWN,Male,TOY,2015-10-27,K17-022878,DA25,A349812,2017-03-22,2017-04-28,37,CONFISCATE,FLD_ARREST,TRANSFER,GREEN DOG,HEALTHY,HEALTHY,COUNTY,WINDSOR,95492,"95492
(38.541541, -122.809202)",Male,1.5041095890411,1.4027397260274
*GEORGE,CAT,DOMESTIC SH,LYNX PT,Neutered,SMALL,2007-01-10,K17-022165,CA02,A347016,2017-01-10,2017-02-03,24,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,*HEALDSBURG,95448,"95448
(38.618857, -122.861927)",Male,10.0739726027397,10.0082191780822
NA,CAT,DOMESTIC MH,BLACK,Unknown,KITTN,2016-05-17,K16-019212,RECEIVING,A338080,2016-06-08,2016-06-08,0,STRAY,OVER THE COUNTER,EUTHANIZE,ILL SEVERE,UNTREATABLE,UNTREATABLE,COUNTY,NA,NA,NA,Male,0.0602739726027397,0.0602739726027397
BOY,DOG,GERM SHEPHERD,BLACK/TAN,Male,LARGE,NA,K15-017255,TRUCK,A331399,2015-12-28,2015-12-28,0,STRAY,FIELD,RETURN TO OWNER,FLD_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95401,"95401
(38.446019, -122.766748)",Male,NA,NA
NA,DOG,POODLE MIN/MIX,WHITE,Neutered,SMALL,2014-06-03,K15-013941,DS64,A321610,2015-05-12,2015-06-06,25,STRAY,OVER THE COUNTER,TRANSFER,GREEN DOG,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492
(38.541541, -122.809202)",Male,1.00821917808219,0.93972602739726
