"name","type","breed","color","sex","size","date_of_birth","impound_number","kennel_number","animal_id","intake_date","outcome_date","days_in_shelter","intake_type","intake_subtype","outcome_type","outcome_subtype","intake_condition","outcome_condition","intake_jurisdiction","outcome_jurisdiction","outcome_zip_code","location","sex_clean"
"TADO","CAT","DOMESTIC SH","ORG TABBY/WHITE","Neutered","SMALL",2014-01-23,"K16-017979","CS05","A332348",2016-03-04,2016-03-19,15,"ADOPTION RETURN","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"DAISY","CAT","DOMESTIC SH","ORG TABBY","Neutered","SMALL",2007-01-03,"K16-022045","CS05","A346797",2016-12-28,2017-01-03,6,"STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","COUNTY","COUNTY",95462,"95462
(38.468829, -123.018829)","Male"
"BENNIE","DOG","CHIHUAHUA SH","BROWN/WHITE","Spayed","SMALL",2011-03-29,"K14-008217","DA03","A304739",2014-03-29,2014-04-23,25,"STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Female"
"COCO","DOG","CHIHUAHUA SH","TAN","Spayed","TOY",2010-07-02,"K16-019552","DA01","A339229",2016-07-02,2016-07-27,25,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95401,"95401
(38.446019, -122.766748)","Female"
"","CAT","DOMESTIC SH","GRAY TABBY/WHITE","Neutered","KITTN",NA,"K15-014951","CS06","A324356",2015-07-15,2015-07-24,9,"STRAY","COMM CAT","RETURN TO OWNER","COMMCAT","HEALTHY","HEALTHY","COUNTY","COUNTY",95404,"95404
(38.458384, -122.675588)","Male"
"TEDDY","DOG","AUST SHEPHERD/CHIHUAHUA SH","TRICOLOR","Neutered","SMALL",2008-10-14,"K17-022456","DA14","A328270",2017-02-05,2017-02-07,2,"CONFISCATE","FLD_ARREST","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95405,"95405
(38.439152, -122.672541)","Male"
"*STEVIE","CAT","DOMESTIC SH","GRAY TABBY","Neutered","KITTN",2014-06-05,"K14-010646","DEBBIES","A311248",2014-09-05,2014-09-26,21,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","DEBBIE BTQ","HEALTHY","HEALTHY","SANTA ROSA","WINDSOR",95492,"95492
(38.541541, -122.809202)","Male"
"","CAT","DOMESTIC SH","BLACK/WHITE","Male","KITTN",2015-09-08,"K15-016231","CA03","A327927",2015-10-02,2015-10-03,1,"STRAY","OVER THE COUNTER","TRANSFER","HSSC","TREATABLE/REHAB","TREATABLE/REHAB","SANTA ROSA","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"DIPLO","CAT","DOMESTIC SH","BLACK/WHITE","Neutered","KITTN",2017-06-25,"K17-025442","LOBBY","A361195",2017-09-22,2017-09-27,5,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","SCAS WEB","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"HARLEY","DOG","PIT BULL/MIX","BR BRINDLE","Neutered","MED",NA,"K17-022527","DS72","A235241",2017-02-13,2017-02-14,1,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","COUNTY","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"BUSTER","DOG","PIT BULL","BLACK","Male","LARGE",2011-06-16,"K15-013697","DQ113","A279960",2015-04-26,2015-05-28,32,"QUARANTINE","FIELD_RETURN TO OWNER","EUTHANIZE","AGGRESSIVE","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","COUNTY","COUNTY",95407,"95407
(38.403734, -122.736775)","Male"
"BRUISER","DOG","PIT BULL/MIX","BR BRINDLE","Neutered","LARGE",2009-10-05,"K15-012582","DS56","A268990",2015-01-28,2015-01-28,0,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","TREATABLE/REHAB","HEALTHY","COUNTY","COUNTY",95462,"95462
(38.468829, -123.018829)","Male"
"","CAT","DOMESTIC LH","BLACK/WHITE","Unknown","SMALL",NA,"K16-018252","CS06","A334990",2016-03-29,2016-04-07,9,"OWNER SURRENDER","FIELD","EUTHANIZE","FERAL","UNTREATABLE","UNTREATABLE","COUNTY","OUT OF COUNTY",28730,"28730
(35.52935, -82.387152)","Male"
"BOGEY","DOG","POMERANIAN/ITAL GREYHOUND","BLACK/WHITE","Neutered","PUPPY",2015-08-22,"K15-016872","DA09","A329123",2015-11-21,2015-11-28,7,"ADOPTION RETURN","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","WINDSOR","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"LISA","DOG","GERM SHEPHERD","BLACK/TAN","Female","MED",2008-10-24,"K15-016533","DS72","A329150",2015-10-23,2015-10-24,1,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","WINDSOR","WINDSOR",95492,"95492
(38.541541, -122.809202)","Male"
"","CAT","DOMESTIC LH","BRN TABBY","Unknown","SMALL",NA,"K16-018165","CS06","A334682",2016-03-22,2016-03-29,7,"STRAY","COMM CAT","TRANSFER","FORGOTTEN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"BARNEY","DOG","PARSON RUSS TER/MIX","WHITE/RED","Neutered","MED",2010-04-16,"K17-024480","TRUCK","A290853",2017-07-19,2017-07-19,0,"STRAY","FIELD","RETURN TO OWNER","FLD_MCHIP","UNKNOWN","HEALTHY","SANTA ROSA","SANTA ROSA",95409,"95409
(38.458965, -122.630156)","Male"
"*TINA","DOG","PIT BULL/MIX","WHITE/TAN","Spayed","PUPPY",2016-08-08,"K16-021109","DA05","A343346",2016-10-08,2016-11-03,26,"STRAY","FIELD","ADOPTION","INTERNET","HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY",94122,"94122
(37.761208, -122.48469)","Female"
"BUBBA","DOG","BOXER/PIT BULL","BR BRINDLE/WHITE","Neutered","LARGE",2008-10-07,"K14-011039","DA40","A312320",2014-09-29,2015-01-15,108,"STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","COUNTY",95403,"95403
(38.486997, -122.749134)","Male"
"DUKE","DOG","LABRADOR RETR/MIX","BLACK","Neutered","LARGE",2010-04-21,"K15-013635","DS64","A320937",2015-04-20,2015-04-21,1,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"LEO","DOG","CHIHUAHUA SH","TAN/WHITE","Male","TOY",2012-03-13,"K15-013744","DS70","A317927",2015-04-30,2015-05-01,1,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"MADISON","DOG","GERM SHEPHERD/POINTER","BROWN","Spayed","PUPPY",2016-02-08,"K16-018379","DA05","A335360",2016-04-07,2016-04-15,8,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","INTERNET","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95404,"95404
(38.458384, -122.675588)","Female"
"SHILO","DOG","BEAGLE/RAT TERRIER","BLACK/WHITE","Neutered","MED",2009-11-01,"K14-011221","DA08","A250702",2014-10-11,2014-11-23,43,"STRAY","FIELD","TRANSFER","HSIMC","HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY",95470,"95470
(39.278782, -123.247219)","Male"
"","CAT","DOMESTIC SH","WHITE","Unknown","KITTN",NA,"K15-014973","RECEIVING","A324410",2015-07-16,2015-07-16,0,"STRAY","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","WINDSOR",NA,NA,NA,"Male"
"BRUISER","DOG","DACHSHUND","RED/WHITE","Neutered","TOY",2009-09-30,"K14-011045","DS59","A312328",2014-09-30,2014-10-02,2,"OWNER SURRENDER","OVER THE COUNTER","TRANSFER","GREEN DOG","HEALTHY","HEALTHY","COUNTY","WINDSOR",95492,"95492
(38.541541, -122.809202)","Male"
"AMY","DOG","POODLE MIN","BLACK","Spayed","TOY",2004-09-11,"K14-008932","DS49","A239073",2014-05-21,2014-05-22,1,"STRAY","OVER THE COUNTER","RETURN TO OWNER","RETURN TO OWNER","TREATABLE/REHAB","TREATABLE/REHAB","SANTA ROSA","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Female"
"SASSY","CAT","SIAMESE/MIX","TORTIE PT/WHITE","Spayed","SMALL",2008-08-21,"K14-009121","CS05","A295413",2014-06-04,2014-06-17,13,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Female"
"","CAT","DOMESTIC SH","GRAY","Spayed","KITTN",2016-04-19,"K16-019704","CS06","A339424",2016-07-09,2016-07-20,11,"STRAY","COMM CAT","RETURN TO OWNER","COMMCAT","HEALTHY","HEALTHY","COUNTY","COUNTY",95401,"95401
(38.446019, -122.766748)","Female"
"*KRISSY","CAT","DOMESTIC SH","BRN TABBY/TORTIE","Spayed","KITTN",2014-04-10,"K14-009213","LOBBY","A307811",2014-06-10,2014-06-14,4,"STRAY","OVER THE COUNTER","ADOPTION","INTERNET","HEALTHY","HEALTHY","COUNTY","*HEALDSBURG",95448,"95448
(38.618857, -122.861927)","Female"
"","CAT","DOMESTIC SH","ORG TABBY","Neutered","KITTN",NA,"K14-011579","CS06","A313364",2014-11-01,2014-11-05,4,"STRAY","COMM CAT","RETURN TO OWNER","COMMCAT","HEALTHY","HEALTHY","*HEALDSBURG","*HEALDSBURG",95448,"95448
(38.618857, -122.861927)","Male"
"","CAT","DOMESTIC SH","GRAY TABBY/WHITE","Unknown","SMALL",NA,"K14-011062","COOLER","A312364",2014-10-01,2014-10-03,2,"STRAY","COMM CAT","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","COUNTY",NA,NA,NA,"Male"
"","DOG","CHIHUAHUA SH/MIX","BLACK/WHITE","Male","SMALL",2016-06-12,"K17-023933","DQ110","A353924",2017-06-14,2017-07-01,17,"QUARANTINE","FLD_STRAY","EUTHANIZE","AGGRESSIVE","UNTREATABLE","UNTREATABLE","COUNTY",NA,NA,NA,"Male"
"RODGER","DOG","PUG/MIX","FAWN","Male","SMALL",2010-12-17,"K16-017634","DS51","A281626",2016-01-29,2016-03-08,39,"STRAY","FIELD","TRANSFER","PETLUMA PP","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","COUNTY","COUNTY",94951,"94951
(38.314417, -122.656863)","Male"
"*MARCUS","CAT","DOMESTIC SH","BRN TABBY","Neutered","SMALL",2017-03-12,"K17-024832","LOBBY","A356743",2017-08-12,2017-08-22,10,"OWNER SURRENDER","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","COUNTY",95446,"95446
(38.510032, -122.996796)","Male"
"DIAMOND","CAT","DOMESTIC MH","WHITE/BROWN","Female","SMALL",NA,"K15-015826","RECEIVING","A326668",2015-09-05,2015-09-05,0,"STRAY","FIELD","EUTHANIZE","INJ SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",NA,NA,NA,"Male"
"*SANDIA","DOG","BORDER COLLIE/MIX","BLACK/WHITE","Spayed","MED",2014-04-04,"K15-012567","DA08","A316202",2015-01-27,2015-02-04,8,"STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","*HEALDSBURG",95448,"95448
(38.618857, -122.861927)","Female"
"*LADY","DOG","MIN PINSCHER/MIX","BLACK/TAN","Spayed","SMALL",2010-12-31,"K14-012175","DA04","A315229",2014-12-23,2015-01-17,25,"STRAY","FIELD","ADOPTION","INTERNET","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Female"
"PANTHER","CAT","DOMESTIC LH","BLACK","Spayed","SMALL",2009-07-13,"K15-017209","CS05","A331289",2015-12-22,2016-01-23,32,"STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","*ROHNERT PARK",94928,"94928
(38.346718, -122.695947)","Female"
"*ANDY","DOG","YORKSHIRE TERR/FOX TERR WIRE","TAN/WHITE","Neutered","TOY",2013-03-05,"K15-013022","DA02","A317539",2015-03-05,2015-03-14,9,"STRAY","FIELD","ADOPTION","INTERNET","HEALTHY","HEALTHY","COUNTY","WINDSOR",95492,"95492
(38.541541, -122.809202)","Male"
"JANE","CAT","DOMESTIC SH","BRN TABBY","Spayed","SMALL",2005-07-13,"K17-024379","CA02","A355225",2017-07-13,2017-08-18,36,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","SCAS WEB","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95409,"95409
(38.458965, -122.630156)","Female"
"LETTIE","CAT","DOMESTIC SH","WHITE/BRN TABBY","Spayed","SMALL",2015-04-01,"K15-016223","WESTFARM","A327909",2015-10-01,2015-10-15,14,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WESTFARM","HEALTHY","HEALTHY","COUNTY","COUNTY",95462,"95462
(38.468829, -123.018829)","Female"
"KERMIT","DOG","POODLE MIN","CHOCOLATE","Male","SMALL",NA,"K16-019813","DS92","A339761",2016-07-15,2016-07-15,0,"CONFISCATE","FLD_ARREST","RETURN TO OWNER","OVER THE COUNTER_NOTICE","HEALTHY","HEALTHY","COUNTY","COUNTY",95448,"95448
(38.618857, -122.861927)","Male"
"SHEBA","CAT","DOMESTIC SH","ORG TABBY","Spayed","SMALL",2003-05-29,"K15-014196","CI01","A322501",2015-05-29,2015-07-15,47,"OWNER SURRENDER","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","HEALTHY","UNTREATABLE","SANTA ROSA",NA,NA,NA,"Female"
"KRYLON","DOG","PIT BULL","BR BRINDLE/WHITE","Neutered","LARGE",2006-08-13,"K14-009791","DS62","A309071",2014-07-14,2014-07-16,2,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95404,"95404
(38.458384, -122.675588)","Male"
"PENNY","DOG","LABRADOR RETR/MIX","BROWN","Female","MED",NA,"K17-022337","TRUCK","A347568",2017-01-25,2017-01-25,0,"STRAY","FIELD","RETURN TO OWNER","FLD_MCHIP","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY",95470,"95470
(39.278782, -123.247219)","Male"
"*BRONSEN","CAT","DOMESTIC SH","BLACK","Neutered","KITTN",2016-04-20,"K16-019737","WESTFARM","A339497",2016-07-12,2016-07-22,10,"STRAY","OVER THE COUNTER","ADOPTION","WESTFARM","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95404,"95404
(38.458384, -122.675588)","Male"
"BOY","DOG","PIT BULL","BLUE","Male","MED",2014-03-06,"K14-011474","DS62","A313112",2014-10-26,2014-10-29,3,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95404,"95404
(38.458384, -122.675588)","Male"
"MINNIE","DOG","CHIHUAHUA SH","BLACK","Spayed","TOY",2007-05-01,"K17-022960","DS94","A276057",2017-03-30,2017-04-03,4,"OWNER SURRENDER","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","UNTREATABLE","UNTREATABLE","SANTA ROSA",NA,NA,NA,"Female"
"*RATCHET","CAT","DOMESTIC SH","BLK SMOKE/WHITE","Neutered","KITTN",2016-04-29,"K16-020198","CI01","A340670",2016-08-09,2016-10-13,65,"STRAY","OVER THE COUNTER","EUTHANIZE","ILL SEVERE","HEALTHY","TREATABLE/MANAGEABLE","COUNTY",NA,NA,NA,"Male"
"MITSUKO","DOG","POMERANIAN","BLACK","Neutered","TOY",2006-10-10,"K16-018238","DS53","A312645",2016-03-28,2016-03-29,1,"STRAY","VET_HOSP","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95404,"95404
(38.458384, -122.675588)","Male"
"ARCHER","DOG","POMERANIAN/MIX","BUFF","Neutered","SMALL",NA,"K15-012745","DS68","A316675",2015-02-10,2015-02-18,8,"STRAY","FIELD","TRANSFER","NC POM","TREATABLE/MANAGEABLE","HEALTHY","COUNTY","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"SKEETER","DOG","CHIHUAHUA SH/YORKSHIRE TERR","BLACK/BROWN","Neutered","SMALL",2012-10-04,"K14-011890","DS65","A296148",2014-11-29,2014-12-02,3,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","SANTA ROSA","*PETALUMA",94952,"94952
(38.236012, -122.730241)","Male"
"*DEXTER","DOG","PIT BULL","BLACK/WHITE","Neutered","SMALL",2015-07-30,"K15-015714","DA24","A326455",2015-08-30,2015-10-13,44,"STRAY","FIELD","ADOPTION","WALKIN","TREATABLE/REHAB","HEALTHY","SANTA ROSA","COUNTY",95404,"95404
(38.458384, -122.675588)","Male"
"JUNIOR","DOG","BOXER","BROWN/WHITE","Male","LARGE",2012-09-22,"K15-016071","DS61","A327269",2015-09-22,2015-09-23,1,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WALKIN","HEALTHY","HEALTHY","COUNTY","*CLOVERDALE",95425,"95425
(38.790859, -123.010876)","Male"
"*LUCY/MILLIE","DOG","CHIHUAHUA SH","BLACK/BROWN","Spayed","TOY",2014-02-25,"K15-014867","MAC","A324189",2015-07-10,2015-08-08,29,"STRAY","FIELD","ADOPTION","SPEC EVENT","HEALTHY","HEALTHY","COUNTY","COUNTY",95446,"95446
(38.510032, -122.996796)","Female"
"*RAJA","DOG","MIN PINSCHER","BLACK/TAN","Neutered","SMALL",2013-11-25,"K14-008102","DA42","A304113",2014-03-18,2014-04-22,35,"STRAY","FIELD","ADOPTION","SPEC EVENT","UNKNOWN","HEALTHY","SANTA ROSA","WINDSOR",95492,"95492
(38.541541, -122.809202)","Male"
"*DALLAS","DOG","PIT BULL/MIX","BROWN/WHITE","Male","MED",2015-07-24,"K16-022046","DS64","A346803",2016-12-29,2017-03-04,65,"STRAY","FIELD","EUTHANIZE","INJ SEVERE","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","SANTA ROSA",NA,NA,NA,"Male"
"LUNA","CAT","DOMESTIC SH","GRAY","Spayed","KITTN",2015-01-01,"K15-013027","WESTFARM","A317560",2015-03-05,2015-03-12,7,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WESTFARM","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Female"
"*HALIE","CAT","DOMESTIC MH","BLACK","Spayed","KITTN",2014-03-21,"K14-009159","WESTFARM","A307645",2014-06-05,2014-06-13,8,"OWNER SURRENDER","FIELD","ADOPTION","WESTFARM","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95407,"95407
(38.403734, -122.736775)","Female"
"FINNEGAN","DOG","SIBERIAN HUSKY","WHITE","Neutered","LARGE",NA,"K14-009886","DS78","A262224",2014-07-19,2014-07-19,0,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","COUNTY","COUNTY",95404,"95404
(38.458384, -122.675588)","Male"
"*OZZY","DOG","AUST SHEPHERD","BLUE MERLE","Neutered","MED",2011-08-11,"K16-020238","DA01","A340726",2016-08-11,2016-09-01,21,"STRAY","OVER THE COUNTER","ADOPTION","WALKIN","TREATABLE/MANAGEABLE","HEALTHY","COUNTY","WINDSOR",95492,"95492
(38.541541, -122.809202)","Male"
"MATILDA","DOG","PIT BULL","TAN","Female","MED",2007-07-24,"K14-009926","DQ109","A309297",2014-07-22,2014-07-24,2,"CONFISCATE","OVER THE COUNTER_EVICT","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","COUNTY","COUNTY",95446,"95446
(38.510032, -122.996796)","Male"
"*TINKER BELL","DOG","PIT BULL/MIX","BROWN/WHITE","Female","MED",NA,"K17-025303","DS60","A360888",2017-09-13,2017-09-22,9,"STRAY","FIELD","TRANSFER","PETALUMAAS","HEALTHY","HEALTHY","COUNTY","*PETALUMA",94952,"94952
(38.236012, -122.730241)","Male"
"ADDA","DOG","GERM WH POINT","BROWN/WHITE","Female","LARGE",NA,"K15-014419","DQ115","A322870",2015-06-11,2015-06-12,1,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WEB","HEALTHY","HEALTHY","COUNTY","OUT OF COUNTY",95677,"95677
(38.788619, -121.233952)","Male"
"CODY","CAT","DOMESTIC SH","BRN TABBY","Neutered","KITTN",2014-05-13,"K14-009349","WESTFARM","A308064",2014-06-17,2014-07-18,31,"STRAY","COMM CAT","ADOPTION","WESTFARM","TREATABLE/REHAB","HEALTHY","SANTA ROSA","SANTA ROSA",95404,"95404
(38.458384, -122.675588)","Male"
"*MISSY","DOG","PIT BULL/MIX","BROWN/WHITE","Spayed","MED",2012-05-27,"K14-008829","DA33","A306623",2014-05-13,2014-08-20,99,"STRAY","FIELD","TRANSFER","PETSLIFELN","HEALTHY","HEALTHY","COUNTY","COUNTY",95476,"95476
(38.280393, -122.464588)","Female"
"*JAMES","DOG","LABRADOR RETR/MIX","BLACK","Neutered","PUPPY",2016-02-10,"K16-018521","DA07","A335858",2016-04-18,2016-04-27,9,"STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95405,"95405
(38.439152, -122.672541)","Male"
"LAYLA","DOG","RAT TERRIER/MIX","BR BRINDLE/WHITE","Spayed","SMALL",2009-12-04,"K17-025995","DS53","A292731",2017-10-23,2017-10-24,1,"CONFISCATE","FLD_HOSPTL","RETURN TO OWNER","FLD_PRVS","UNKNOWN","HEALTHY","SANTA ROSA","SANTA ROSA",95409,"95409
(38.458965, -122.630156)","Female"
"COOPER","DOG","GERM SHEPHERD/MIX","BLACK/TAN","Neutered","PUPPY",2017-03-26,"K17-023834","DA48","A353603",2017-06-07,2017-06-27,20,"OWNER SURRENDER","FIELD","ADOPTION","SCAS WEB","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"TANNER","DOG","LABRADOR RETR","GOLD","Spayed","X-LRG",2009-05-03,"K16-018679","DS84","A336508",2016-05-02,2016-05-03,1,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","COUNTY","COUNTY",95403,"95403
(38.486997, -122.749134)","Female"
"","DOG","PIT BULL","RED/WHITE","Female","LARGE",2013-05-08,"K14-008775","DS86","A306356",2014-05-08,2014-06-06,29,"TRANSFER","PRIV_SHELT","EUTHANIZE","AGGRESSIVE","TREATABLE/MANAGEABLE","UNTREATABLE","COUNTY",NA,NA,NA,"Male"
"*HONEY","DOG","PIT BULL","TAN","Spayed","MED",2010-09-04,"K14-008505","DA36","A281586",2014-04-17,2014-05-17,30,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","COUNTY",95407,"95407
(38.403734, -122.736775)","Female"
"","DOG","PIT BULL","BR BRINDLE/WHITE","Female","MED",2015-03-15,"K15-015971","DS57","A326980",2015-09-15,2015-09-24,9,"STRAY","FIELD","EUTHANIZE","AGGRESSIVE","UNTREATABLE","UNTREATABLE","SANTA ROSA",NA,NA,NA,"Male"
"YOGI","DOG","PIT BULL","BROWN","Neutered","LARGE",2013-10-20,"K14-012185","DQ110","A307587",2014-12-23,2014-12-26,3,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95401,"95401
(38.446019, -122.766748)","Male"
"LOKI","DOG","GERM SHEPHERD","BLACK/TAN","Male","LARGE",NA,"K17-023321","DS88","A352192",2017-05-01,2017-05-05,4,"CONFISCATE","FLD_ARREST","RETURN TO OWNER","OVER THE COUNTER_MCHIP","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","COUNTY","COUNTY",95421,"95421
(38.610732, -123.200051)","Male"
"CANELO","DOG","PIT BULL","BROWN","Male","PUPPY",2014-09-19,"K14-012143","DQ116","A315129",2014-12-19,2014-12-19,0,"STRAY","OVER THE COUNTER","RETURN TO OWNER","OVER THE COUNTER_WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95407,"95407
(38.403734, -122.736775)","Male"
"*ABBY","DOG","BORDER COLLIE/MIX","BLACK/WHITE","Spayed","MED",2013-12-02,"K14-010354","DA13","A310311",2014-08-19,2014-09-05,17,"STRAY","FIELD","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","OUT OF COUNTY",94947,"94947
(38.098743, -122.592459)","Female"
"*SEAN","CAT","DOMESTIC SH","BRN TABBY","Neutered","KITTN",2017-04-13,"K17-023871","LOBBY","A353893",2017-06-10,2017-06-16,6,"STRAY","COMM CAT","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","SANTA ROSA",95404,"95404
(38.458384, -122.675588)","Male"
"PENNY LANE","DOG","MIN PINSCHER","BLACK/BROWN","Female","SMALL",2007-09-11,"K15-015916","DS60","A326895",2015-09-11,2015-09-11,0,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_PRVS","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
"BELLA","DOG","CHIHUAHUA SH","RED","Spayed","TOY",2011-08-29,"K14-010546","DA46","A310898",2014-08-29,2014-10-28,60,"STRAY","OVER THE COUNTER","ADOPTION","WALKIN","HEALTHY","HEALTHY","COUNTY","COUNTY",95436,"95436
(38.491884, -122.90672)","Female"
"TUNER","CAT","DOMESTIC LH","BLACK","Spayed","SMALL",2006-02-17,"K17-022570","CA02","A348514",2017-02-17,2017-03-22,33,"OWNER SURRENDER","OVER THE COUNTER","ADOPTION","WALKIN","TREATABLE/REHAB","TREATABLE/REHAB","COUNTY","SANTA ROSA",95405,"95405
(38.439152, -122.672541)","Female"
"FINN","DOG","GERM SHEPHERD/MIX","BROWN/BLACK","Neutered","LARGE",2008-02-02,"K17-022930","VET","A261815",2017-03-27,2017-03-27,0,"STRAY","FIELD","RETURN TO OWNER","FLD_IDTAG","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95405,"95405
(38.439152, -122.672541)","Male"
"KODA","DOG","AUST SHEPHERD/MIX","BROWN/TAN","Spayed","LARGE",2005-12-31,"K15-017298","DS56","A331486",2015-12-31,2016-01-02,2,"STRAY","FIELD","RETURN TO OWNER","OVER THE COUNTER_MCHIP","TREATABLE/MANAGEABLE","TREATABLE/MANAGEABLE","COUNTY","COUNTY",95442,"95442
(38.371317, -122.520506)","Female"
"*MACCA","CAT","DOMESTIC SH","BLACK","Neutered","KITTN",2016-05-11,"K16-019264","LOBBY","A338211",2016-06-11,2016-07-06,25,"STRAY","COMM CAT","ADOPTION","WALKIN","HEALTHY","HEALTHY","SANTA ROSA","SANTA ROSA",95403,"95403
(38.486997, -122.749134)","Male"
